ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,discount_level,discount_amount,profit_per_item
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,505.32,3,0.2,31.5825,Medium Discount,101.06400000000001,10.5275
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,3.808,1,0.2,1.2376,Medium Discount,0.7616,1.2376
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,8.682,1,0.8,-14.7594,High Discount,6.945600000000001,-14.7594
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,24.424,1,0.2,7.9378,Medium Discount,4.8848,7.9378
Standard Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Chairs,1522.638,9,0.1,169.182,Low Discount,152.2638,18.798
Standard Class,Corporate,United States,Roseville,California,95661,West,Office Supplies,Envelopes,419.9,5,0.0,197.353,No Discount,0.0,39.470600000000005
Standard Class,Corporate,United States,Roseville,California,95661,West,Office Supplies,Labels,3.15,1,0.0,1.512,No Discount,0.0,1.512
First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Appliances,33.62,5,0.8,-90.774,High Discount,26.896,-18.1548
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,16.14,3,0.0,7.9086,No Discount,0.0,2.6362
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,194.25,2,0.3,-38.85,Medium Discount,58.275,-19.425
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,8.64,3,0.0,2.5056,No Discount,0.0,0.8351999999999999
Standard Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Furniture,Chairs,872.32,4,0.0,244.2496,No Discount,0.0,61.0624
Second Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Binders,243.992,4,0.8,-426.986,High Discount,195.1936,-106.7465
Second Class,Consumer,United States,Waco,Texas,76706,Central,Office Supplies,Art,7.12,5,0.2,0.712,Medium Discount,1.4240000000000002,0.1424
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,2.688,2,0.2,1.008,Medium Discount,0.5376000000000001,0.504
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,317.058,3,0.3,-18.1176,Medium Discount,95.11739999999999,-6.0392
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,149.352,3,0.2,50.4063,Medium Discount,29.870400000000004,16.8021
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,227.976,3,0.2,28.497,Medium Discount,45.595200000000006,9.499
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,11.96,2,0.0,5.8604,No Discount,0.0,2.9302
Standard Class,Corporate,United States,Plainfield,New Jersey,7060,East,Office Supplies,Storage,563.4,4,0.0,67.608,No Discount,0.0,16.902
Standard Class,Corporate,United States,Plainfield,New Jersey,7060,East,Technology,Machines,319.92,8,0.0,118.3704,No Discount,0.0,14.7963
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,1049.44,8,0.0,440.7648,No Discount,0.0,55.0956
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,170.352,3,0.2,-17.0352,Medium Discount,34.0704,-5.6784
Second Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,173.94,6,0.0,50.4426,No Discount,0.0,8.4071
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,1007.944,7,0.2,75.5958,Medium Discount,201.5888,10.7994
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,6.68,1,0.0,3.2064,No Discount,0.0,3.2064
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,8.34,3,0.0,2.2518,No Discount,0.0,0.7505999999999999
Same Day,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,101.94,3,0.0,30.582,No Discount,0.0,10.194
Standard Class,Corporate,United States,Edmonds,Washington,98026,West,Technology,Accessories,179.97,3,0.0,86.3856,No Discount,0.0,28.795199999999998
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,101.94,6,0.0,29.5626,No Discount,0.0,4.9271
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Technology,Phones,271.96,4,0.0,67.99,No Discount,0.0,16.9975
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Furnishings,8.8,5,0.0,3.872,No Discount,0.0,0.7744
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Art,19.68,6,0.0,5.7072,No Discount,0.0,0.9512
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Bookcases,302.94,3,0.0,69.6762,No Discount,0.0,23.225399999999997
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Binders,14.94,3,0.0,7.1712,No Discount,0.0,2.3904
Standard Class,Consumer,United States,Salem,Virginia,24153,South,Office Supplies,Supplies,231.72,2,0.0,11.586,No Discount,0.0,5.793
First Class,Consumer,United States,Delray Beach,Florida,33445,South,Office Supplies,Labels,9.912,3,0.2,3.2214,Medium Discount,1.9824000000000002,1.0738
Standard Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Art,34.65,3,0.0,9.702,No Discount,0.0,3.234
Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,19.8,5,0.2,1.7325,Medium Discount,3.9600000000000004,0.3465
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,33.568,2,0.2,11.7488,Medium Discount,6.7136,5.8744
Standard Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Art,125.93,7,0.0,35.2604,No Discount,0.0,5.0371999999999995
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,11.76,5,0.7,-7.84,High Discount,8.232,-1.568
First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,5.344,1,0.2,1.8704,Medium Discount,1.0688000000000002,1.8704
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,1.365,1,0.7,-0.91,High Discount,0.9554999999999999,-0.91
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,62.016,2,0.2,22.4808,Medium Discount,12.4032,11.2404
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,60.72,3,0.0,23.6808,No Discount,0.0,7.8936
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,146.82,3,0.0,73.41,No Discount,0.0,24.47
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Furniture,Chairs,239.84,8,0.0,64.7568,No Discount,0.0,8.0946
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Labels,15.66,6,0.0,7.2036,No Discount,0.0,1.2006
First Class,Consumer,United States,Commerce City,Colorado,80022,West,Office Supplies,Storage,146.352,3,0.2,-32.9292,Medium Discount,29.270400000000002,-10.9764
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Fasteners,5.94,3,0.0,0.0,No Discount,0.0,0.0
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Paper,45.36,7,0.0,21.7728,No Discount,0.0,3.1104
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Technology,Phones,211.168,4,0.2,23.7564,Medium Discount,42.2336,5.9391
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Furniture,Chairs,484.704,6,0.2,-84.8232,Medium Discount,96.94080000000001,-14.1372
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Technology,Machines,371.976,3,0.2,116.2425,Medium Discount,74.3952,38.7475
Same Day,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,89.82,6,0.0,25.1496,No Discount,0.0,4.1916
First Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,19.296,3,0.2,6.03,Medium Discount,3.8592,2.0100000000000002
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,191.96,2,0.0,51.8292,No Discount,0.0,25.9146
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,21.3,3,0.0,9.798,No Discount,0.0,3.266
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,469.95,5,0.0,131.586,No Discount,0.0,26.317200000000003
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Furnishings,209.88,3,0.0,35.6796,No Discount,0.0,11.8932
First Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Bookcases,239.666,2,0.15,14.098,Low Discount,35.9499,7.049
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,22.5,6,0.0,10.8,No Discount,0.0,1.8
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,219.84,4,0.0,107.7216,No Discount,0.0,26.9304
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,32.4,5,0.0,15.552,No Discount,0.0,3.1104
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Art,209.94,6,0.0,54.5844,No Discount,0.0,9.0974
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Office Supplies,Supplies,4164.05,5,0.0,83.281,No Discount,0.0,16.656200000000002
Second Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Bookcases,212.94,3,0.0,53.235,No Discount,0.0,17.745
First Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Furnishings,41.88,6,0.0,12.1452,No Discount,0.0,2.0242
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Labels,58.48,8,0.0,27.4856,No Discount,0.0,3.4357
Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,102.438,1,0.3,-13.1706,Medium Discount,30.7314,-13.1706
Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Chairs,199.304,4,0.3,-8.5416,Medium Discount,59.791199999999996,-2.1354
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Machines,6999.96,4,0.0,2239.9872,No Discount,0.0,559.9968
Standard Class,Consumer,United States,Bellevue,Washington,98006,West,Office Supplies,Paper,12.96,2,0.0,6.2208,No Discount,0.0,3.1104
Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,279.86,14,0.0,134.3328,No Discount,0.0,9.5952
Standard Class,Home Office,United States,Wilson,North Carolina,27893,South,Office Supplies,Binders,7.38,5,0.7,-5.412,High Discount,5.1659999999999995,-1.0824
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,698.352,3,0.2,52.3764,Medium Discount,139.6704,17.4588
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Tables,1747.25,5,0.0,629.01,No Discount,0.0,125.80199999999999
Second Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Appliances,54.48,1,0.0,15.2544,No Discount,0.0,15.2544
Same Day,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,199.99,1,0.0,85.9957,No Discount,0.0,85.9957
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,68.541,11,0.7,-52.5481,High Discount,47.978699999999996,-4.7771
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,627.168,4,0.2,70.5564,Medium Discount,125.43360000000001,17.6391
Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,122.12,5,0.2,39.689,Medium Discount,24.424000000000003,7.9378
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Art,6.99,3,0.0,2.0271,No Discount,0.0,0.6757
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,107.424,6,0.2,36.2556,Medium Discount,21.484800000000003,6.0426
Second Class,Corporate,United States,Lorain,Ohio,44052,East,Furniture,Tables,1421.664,8,0.4,-734.5264,Medium Discount,568.6656,-91.8158
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,125.88,6,0.0,60.4224,No Discount,0.0,10.070400000000001
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Technology,Accessories,79.78,2,0.0,29.5186,No Discount,0.0,14.7593
Standard Class,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,133.2,9,0.0,66.6,No Discount,0.0,7.3999999999999995
Standard Class,Consumer,United States,Redmond,Oregon,97756,West,Technology,Phones,438.368,4,0.2,38.3572,Medium Discount,87.67360000000001,9.5893
Standard Class,Consumer,United States,Redmond,Oregon,97756,West,Technology,Phones,139.944,7,0.2,-31.4874,Medium Discount,27.988799999999998,-4.4982
Standard Class,Consumer,United States,Redmond,Oregon,97756,West,Office Supplies,Appliances,133.472,4,0.2,15.0156,Medium Discount,26.6944,3.7539
Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Furniture,Tables,564.195,3,0.5,-304.6653,High Discount,282.0975,-101.5551
Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Office Supplies,Appliances,87.168,2,0.2,8.7168,Medium Discount,17.433600000000002,4.3584
First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Binders,42.616,7,0.8,-68.1856,High Discount,34.092800000000004,-9.740799999999998
First Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Copiers,319.984,2,0.2,107.9946,Medium Discount,63.9968,53.9973
First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Fasteners,45.92,5,0.2,15.498,Medium Discount,9.184000000000001,3.0995999999999997
First Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,21.184,2,0.6,-11.6512,High Discount,12.7104,-5.8256
First Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,Medium Discount,4.147200000000001,1.8144
First Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Chairs,213.43,5,0.3,-39.637,Medium Discount,64.029,-7.9274000000000004
Standard Class,Home Office,United States,Gilbert,Arizona,85234,West,Technology,Phones,333.576,3,0.2,25.0182,Medium Discount,66.71520000000001,8.3394
Standard Class,Home Office,United States,Gilbert,Arizona,85234,West,Technology,Accessories,31.992,1,0.2,4.7988,Medium Discount,6.3984000000000005,4.7988
Standard Class,Home Office,United States,Gilbert,Arizona,85234,West,Office Supplies,Storage,51.168,2,0.2,-6.396,Medium Discount,10.233600000000001,-3.198
Standard Class,Home Office,United States,Gilbert,Arizona,85234,West,Office Supplies,Envelopes,10.64,5,0.2,3.857,Medium Discount,2.128,0.7714000000000001
Standard Class,Home Office,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,68.704,2,0.2,16.3172,Medium Discount,13.7408,8.1586
Standard Class,Home Office,United States,Gilbert,Arizona,85234,West,Furniture,Tables,386.91,9,0.5,-185.7168,High Discount,193.455,-20.6352
Second Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,39.66,2,0.0,11.898,No Discount,0.0,5.949
Second Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Appliances,113.92,2,0.0,33.0368,No Discount,0.0,16.5184
Second Class,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Binders,447.86,7,0.0,210.4942,No Discount,0.0,30.070600000000002
Standard Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Tables,356.85,5,0.0,60.6645,No Discount,0.0,12.1329
Standard Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Envelopes,251.58,7,0.0,113.211,No Discount,0.0,16.173
Second Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Paper,219.84,5,0.2,79.692,Medium Discount,43.968,15.938399999999998
Second Class,Consumer,United States,Vineland,New Jersey,8360,East,Furniture,Furnishings,42.85,5,0.0,15.426,No Discount,0.0,3.0852
Second Class,Consumer,United States,Vineland,New Jersey,8360,East,Office Supplies,Labels,6.16,2,0.0,2.9568,No Discount,0.0,1.4784
Second Class,Consumer,United States,Vineland,New Jersey,8360,East,Office Supplies,Supplies,17.0,2,0.0,4.42,No Discount,0.0,2.21
Second Class,Consumer,United States,Vineland,New Jersey,8360,East,Technology,Accessories,87.4,5,0.0,34.96,No Discount,0.0,6.992
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,29.84,2,0.0,13.428,No Discount,0.0,6.714
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,49.568,2,0.2,17.3488,Medium Discount,9.9136,8.6744
Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Art,265.86,7,0.0,79.758,No Discount,0.0,11.394
